id	scene_id	person	gender	original_line	line	metadata	filename
391501	222	NURSE	U	Nurse: Fill this out and bring it back to me.	Fill this out and bring it back to me.	Fill_VV0 this_DD1 out_RP and_CC bring_VV0 it_PPH1 back_RP to_II me._NNU	0117.txt
391601	222	RACHEL	F	Rachel: Ow ow ow. Ow ow ow. Ow ow ow.	Ow ow ow. Ow ow ow. Ow ow ow.	Ow_NN1 ow_NN1 ow_NN1 ._. Ow_VV0 ow_NN1 ow_NN1 ._. Ow_VV0 ow_VV0 ow._NNU	0117.txt
391701	222	MONICA	F	Monica: Okay, ooh, alright. Name, address... Okay, in case of emergency, call?	Okay, ooh, alright. Name, address... Okay, in case of emergency, call?	Okay_RR ooh_UH alright_RR ._. Name_NN1 address_NN1 ..._... Okay_RR in_II31 case_II32 of_II33 emergency_NN1 call_VV0 ?_?	0117.txt
391801	222	RACHEL	F	Rachel: You.	You.	You_PPY ._.	0117.txt
391901	222	MONICA	F	Monica: Really?	Really?	Really_RR ?_?	0117.txt
392001	222	RACHEL	F	Rachel: Yeah.	Yeah.	Yeah_UH ._.	0117.txt
392101	222	MONICA	F	Monica: Oh, that is so sweet.  Oh gosh, love you. Insurance?	Oh, that is so sweet. Oh gosh, love you. Insurance?	Oh_UH that_DD1 is_VBZ so_RG sweet_JJ ._. Oh_UH gosh_UH love_VV0 you_PPY ._. Insurance_NN1 ?_?	0117.txt
392201	222	RACHEL	F	Rachel: Oh, yeah, check it. Definitely, I want some of that.	Oh, yeah, check it. Definitely, I want some of that.	Oh_UH yeah_UH check_VV0 it_PPH1 ._. Definitely_RR I_PPIS1 want_VV0 some_DD of_IO that_DD1 ._.	0117.txt
392301	222	MONICA	F	Monica: you don't have insurance?	you don't have insurance?	you_PPY do_VD0 n't_XX have_VHI insurance_NN1 ?_?	0117.txt
392401	222	RACHEL	F	Rachel: Why, how much is this gonna cost?	Why, how much is this gonna cost?	Why_RRQ how_RGQ much_DA1 is_VBZ this_DD1 gon_VVGK na_TO cost_VVI ?_?	0117.txt
392501	222	MONICA	F	Monica: I have no idea, but X-rays alone could be a couple hundred dollars.	I have no idea, but X-rays alone could be a couple hundred dollars.	I_ZZ1 have_VH0 no_AT idea_NN1 but_CCB X-rays_NN2 alone_RR could_VM be_VBI a_AT1 couple_NN1 hundred_NNO dollars_NNU2 ._.	0117.txt
392601	222	RACHEL	F	Rachel: Wel-wel-well what are we gonna do?	Wel-wel-well what are we gonna do?	Wel-wel-well_NN1 what_DDQ are_VBR we_PPIS2 gon_VVGK na_TO do_VDI ?_?	0117.txt
392701	222	MONICA	F	Monica: Well there's not much we can do.	Well there's not much we can do.	Well_RR there_EX 's_VBZ not_XX much_RR we_PPIS2 can_VM do_VDI ._.	0117.txt
392801	222	RACHEL	F	Rachel: Um... unless, unless I use yours.	Um... unless, unless I use yours.	Um_UH ..._... unless_CS unless_CS I_PPIS1 use_VV0 yours_PPGE ._.	0117.txt
392901	222	MONICA	F	Monica: Hah, no no no no.	Hah, no no no no.	Hah_UH no_UH no_UH no_UH no._NN1	0117.txt
393001	222	RACHEL	F	Rachel: well, now, wait a second, who did I just put as my In case of emergency person?	well, now, wait a second, who did I just put as my In case of emergency person?	well_RR now_RT wait_VV0 a_AT1 second_NNT1 who_PNQS did_VDD I_PPIS1 just_RR put_VVI as_CSA my_APPGE In_II31 case_II32 of_II33 emergency_NN1 person_NN1 ?_?	0117.txt
393101	222	MONICA	F	Monica: That's insurance fraud.	That's insurance fraud.	That_DD1 's_VBZ insurance_NN1 fraud_NN1 ._.	0117.txt
393201	222	RACHEL	F	Rachel: Well, alright, then, forget it.  Might as well just go home. Ow ow ow ow!	Well, alright, then, forget it. Might as well just go home. Ow ow ow ow!	Well_RR alright_RR then_RT forget_VV0 it_PPH1 ._. Might_VM as_RR21 well_RR22 just_RR go_VVI home_RL ._. Ow_VV0 ow_NN1 ow_NN1 ow_NN1 !_!	0117.txt
393301	222	MONICA	F	Monica: Okay, okay. I hate this.	Okay, okay. I hate this.	Okay_RR okay_RR ._. I_PPIS1 hate_VV0 this_DD1 ._.	0117.txt
393401	222	RACHEL	F	Rachel: Thank you. Thank you. I love you.	Thank you. Thank you. I love you.	Thank_VV0 you_PPY ._. Thank_VV0 you_PPY ._. I_PPIS1 love_VV0 you_PPY ._.	0117.txt
393501	222	MONICA	F	Monica: Hi, (tiny laugh) um, I'm gonna need a new set of (tiny laugh) these forms (tiny laugh).	Hi, um, I'm gonna need a new set of these forms .	Hi_UH um_UH I_PPIS1 'm_VBM gon_VVGK na_TO need_VVI a_AT1 new_JJ set_NN1 of_IO these_DD2 forms_NN2 ._.	0117.txt
393601	222	NURSE	U	Nurse: Why?	Why?	Why_RRQ ?_?	0117.txt
393701	222	MONICA	F	Monica: I am really an idiot. (Tiny laugh) you see, I was filling out my friend's form, and instead of putting her information, (tiny laugh) I put mine.	I am really an idiot. you see, I was filling out my friend's form, and instead of putting her information, I put mine.	I_PPIS1 am_VBM really_RR an_AT1 idiot_NN1 ._. you_PPY see_VV0 I_PPIS1 was_VBDZ filling_VVG out_RP my_APPGE friend_NN1 's_GE form_NN1 and_CC instead_II21 of_II22 putting_VVG her_APPGE information_NN1 I_PPIS1 put_VVD mine_PPGE ._.	0117.txt
393801	222	NURSE	U	Nurse: You are an idiot. .	You are an idiot..	You_PPY are_VBR an_AT1 idiot_NN1 .._...	0117.txt
393901	222	MONICA	F	Monica: yep, that's me, (tiny laugh) I am that stupid (tiny laugh).	yep, that's me, I am that stupid .	yep_UH that_DD1 's_VBZ me_PPIO1 I_PPIS1 am_VBM that_RG stupid_JJ ._.	0117.txt
394001	223	ROSS	M	Ross: I had a dream last night where I was playing football with my kid.	I had a dream last night where I was playing football with my kid.	I_ZZ1 had_VHD a_AT1 dream_NN1 last_MD night_NNT1 where_RRQ I_PPIS1 was_VBDZ playing_VVG football_NN1 with_IW my_APPGE kid_NN1 ._.	0117.txt
394101	223	CHANDLER AND JOEY	M	Chandler and Joey: That's nice.	That's nice.	That_DD1 's_VBZ nice_JJ ._.	0117.txt
394201	223	ROSS	M	Ross: No, no, with him.  I'm on this field, and they, they hike me the baby... and I, I know I've gotta do something 'cause the Tampa Bay defence is comin' right at me.	No, no, with him. I'm on this field, and they, they hike me the baby... and I, I know I've gotta do something 'cause the Tampa Bay defence is comin' right at me.	No_UH no_UH with_IW him_PPHO1 ._. I_PPIS1 'm_VBM on_II this_DD1 field_NN1 and_CC they_PPHS2 they_PPHS2 hike_VV0 me_PPIO1 the_AT baby_NN1 ..._... and_CC I_PPIS1 I_PPIS1 know_VV0 I_PPIS1 've_VH0 got_VVN ta_TO do_VDI something_PN1 'cause_CS the_AT Tampa_NP1 Bay_NN1 defence_NN1 is_VBZ comin'_VVG right_RR at_II me._NNU	0117.txt
394301	223	JOEY	M	Joey: Tampa Bay's got a terrible team.	Tampa Bay's got a terrible team.	Tampa_NP1 Bay_NN1 's_VHZ got_VVN a_AT1 terrible_JJ team_NN1 ._.	0117.txt
394401	223	ROSS	M	Ross: Right, but, it is just me and the baby, so I'm thinkin' they can take us. And so I uh, hah-hah, I just heave it down field.	Right, but, it is just me and the baby, so I'm thinkin' they can take us. And so I uh, hah-hah, I just heave it down field.	Right_RR but_CCB it_PPH1 is_VBZ just_JJ me_PPIO1 and_CC the_AT baby_NN1 so_CS I_PPIS1 'm_VBM thinkin'_VVG they_PPHS2 can_VM take_VVI us_PPIO2 ._. And_CC so_RR I_PPIS1 uh_UH hah-hah_UH I_PPIS1 just_RR heave_VV0 it_PPH1 down_RP field_NN1 ._.	0117.txt
394501	223	CHANDLER	M	Chandler: What are you crazy? That's a baby!	What are you crazy? That's a baby!	What_DDQ are_VBR you_PPY crazy_JJ ?_? That_DD1 's_VBZ a_AT1 baby_NN1 !_!	0117.txt
394601	223	JOEY	M	Joey: He should take the sack?	He should take the sack?	He_PPHS1 should_VM take_VVI the_AT sack_NN1 ?_?	0117.txt
394701	223	ROSS	M	Ross: Anyway, suddenly I'm down field, and I realise that I'm the one who's supposed to catch him, right? Only I know there is no way I'm gonna get there in time, so I am running, and running, and that, that is when I woke up. See I, I am so not ready to be a father.	Anyway, suddenly I'm down field, and I realise that I'm the one who's supposed to catch him, right? Only I know there is no way I'm gonna get there in time, so I am running, and running, and that, that is when I woke up. See I, I am so not ready to be a father.	Anyway_RR suddenly_RR I_PPIS1 'm_VBM down_RP field_NN1 and_CC I_PPIS1 realise_VV0 that_CST I_PPIS1 'm_VBM the_AT one_PN1 who_PNQS 's_VBZ supposed_JJ to_TO catch_VVI him_PPHO1 right_RR ?_? Only_RR I_PPIS1 know_VV0 there_EX is_VBZ no_AT way_NN1 I_PPIS1 'm_VBM gon_VVGK na_TO get_VVI there_RL in_II time_NNT1 so_CS I_PPIS1 am_VBM running_VVG and_CC running_NN1 and_CC that_DD1 that_DD1 is_VBZ when_RRQ I_PPIS1 woke_VVD up_RP ._. See_VV0 I_PPIS1 I_PPIS1 am_VBM so_RR not_XX ready_JJ to_TO be_VBI a_AT1 father_NN1 ._.	0117.txt
394801	223	CHANDLER	M	Chandler: Hey, you're gonna be fine. You're one of the most caring, most responsible men in North America. You're gonna make a great dad.	Hey, you're gonna be fine. You're one of the most caring, most responsible men in North America. You're gonna make a great dad.	Hey_UH you_PPY 're_VBR gon_VVGK na_TO be_VBI fine_JJ ._. You_PPY 're_VBR one_MC1 of_IO the_AT most_RGT caring_JJ most_RGT responsible_JJ men_NN2 in_II North_ND1 America_NP1 ._. You_PPY 're_VBR gon_VVGK na_TO make_VVI a_AT1 great_JJ dad_NN1 ._.	0117.txt
394901	223	JOEY	M	Joey: Yeah, Ross. You and the baby just need better blocking.	Yeah, Ross. You and the baby just need better blocking.	Yeah_UH Ross_NP1 ._. You_PPY and_CC the_AT baby_NN1 just_RR need_VV0 better_JJR blocking_NN1 ._.	0117.txt
395001	223	JOEY	M	Joey: Oh, have either one of you guys ever been to the Rainbow Room? Is it real expensive?	Oh, have either one of you guys ever been to the Rainbow Room? Is it real expensive?	Oh_UH have_VH0 either_RR one_MC1 of_IO you_PPY guys_NN2 ever_RR been_VBN to_II the_AT Rainbow_NN1 Room_NN1 ?_? Is_VBZ it_PPH1 real_JJ expensive_JJ ?_?	0117.txt
395101	223	CHANDLER	M	Chandler: Well, only if you order stuff.	Well, only if you order stuff.	Well_RR only_RR if_CS you_PPY order_VV0 stuff_NN1 ._.	0117.txt
395201	223	JOEY	M	Joey: I'm takin' Ursula tonight. It's her birthday.	I'm takin' Ursula tonight. It's her birthday.	I_PPIS1 'm_VBM takin'_VVG Ursula_NP1 tonight_RT ._. It_PPH1 's_VBZ her_APPGE birthday_NN1 ._.	0117.txt
395301	223	ROSS	M	Ross: Wo-wo-whoa. What about Phoebe's birthday?	Wo-wo-whoa. What about Phoebe's birthday?	Wo-wo-whoa_NP1 ._. What_DDQ about_II Phoebe_NP1 's_GE birthday_NN1 ?_?	0117.txt
395401	223	JOEY	M	Joey: When's that?	When's that?	When_RRQ 's_VBZ that_DD1 ?_?	0117.txt
395501	223	ROSS	M	Ross: Tonight.	Tonight.	Tonight_RT ._.	0117.txt
395601	223	JOEY	M	Joey: Oh, man. What're the odds of that happening?	Oh, man. What're the odds of that happening?	Oh_UH man_NN1 ._. What_DDQ 're_VBR the_AT odds_NN2 of_IO that_DD1 happening_NN1 ?_?	0117.txt
395701	223	ROSS	M	Ross: You take your time.	You take your time.	You_PPY take_VV0 your_APPGE time_NNT1 ._.	0117.txt
395801	223	CHANDLER	M	Chandler: There it is! So what're you gonna do?	There it is! So what're you gonna do?	There_RL it_PPH1 is_VBZ !_! So_RR what_DDQ 're_VBR you_PPY gon_VVGK na_TO do_VDI ?_?	0117.txt
395901	223	JOEY	M	Joey: What can I do? Look, I don't want to do anything to screw it up with Ursula.	What can I do? Look, I don't want to do anything to screw it up with Ursula.	What_DDQ can_VM I_PPIS1 do_VDI ?_? Look_VV0 I_PPIS1 do_VD0 n't_XX want_VVI to_TO do_VDI anything_PN1 to_TO screw_VVI it_PPH1 up_RP with_IW Ursula_NP1 ._.	0117.txt
396001	223	CHANDLER	M	Chandler: And your friend Phoebe?	And your friend Phoebe?	And_CC your_APPGE friend_NN1 Phoebe_NP1 ?_?	0117.txt
396101	223	JOEY	M	Joey: Well, if she's my friend, hopefully she'll understand. I mean, wouldn't you guys?	Well, if she's my friend, hopefully she'll understand. I mean, wouldn't you guys?	Well_RR if_CS she_PPHS1 's_VBZ my_APPGE friend_NN1 hopefully_RR she_PPHS1 'll_VM understand_VVI ._. I_PPIS1 mean_VV0 would_VM n't_XX you_PPY guys_NN2 ?_?	0117.txt
396201	223	CHANDLER	M	Chandler: Man, if you tried something like that on my birthday, you'd be starin' at the business end of a hissy fit.	Man, if you tried something like that on my birthday, you'd be starin' at the business end of a hissy fit.	Man_NN1 if_CS you_PPY tried_VVD something_PN1 like_II that_DD1 on_II my_APPGE birthday_NN1 you_PPY 'd_VM be_VBI starin'_VVG at_II the_AT business_NN1 end_NN1 of_IO a_AT1 hissy_JJ fit_JJ ._.	0117.txt
396301	224	DR. MITCHELL	U	Dr. Mitchell: ..you add a pinch of saffron, it makes all the difference.	..you add a pinch of saffron, it makes all the difference.	.._... you_PPY add_VV0 a_AT1 pinch_NN1 of_IO saffron_NN1 it_PPH1 makes_VVZ all_DB the_AT difference_NN1 ._.	0117.txt
396401	224	DR. MITCHELL	U	Dr. Mitchell: Okay, errrr, Monica?	Okay, errrr, Monica?	Okay_RR errrr_NN1 Monica_NP1 ?_?	0117.txt
396501	224	MONICA	F	Monica: Yes?  ..yes, she is.	Yes? ..yes, she is.	Yes_UH ?_? .._... yes_UH she_PPHS1 is._NNU	0117.txt
396601	224	RACHEL 	F	Rachel : Hi, this is my friend Rachel.	Hi, this is my friend Rachel.	Hi_UH this_DD1 is_VBZ my_APPGE friend_NN1 Rachel_NP1 ._.	0117.txt
396701	224	MONICA 	F	Monica : Hi.	Hi.	Hi_UH ._.	0117.txt
396801	224	DR. MITCHELL	U	Dr. Mitchell: Hi, err Rachel. I'm Dr.Mitchell.	Hi, err Rachel. I'm Dr.Mitchell.	Hi_UH err_VV0 Rachel_NP1 ._. I_PPIS1 'm_VBM Dr.Mitchell._NP1	0117.txt
396901	224	DR. ROSEN	U	Dr. Rosen: And I'm his friend, Dr.Rosen.	And I'm his friend, Dr.Rosen.	And_CC I_PPIS1 'm_VBM his_APPGE friend_NN1 Dr.Rosen._NP1	0117.txt
397001	224	RACHEL	F	Rachel: Aren't you a little cute to be a doctor?	Aren't you a little cute to be a doctor?	Are_VBR n't_XX you_PPY a_RR21 little_RR22 cute_JJ to_TO be_VBI a_AT1 doctor_NN1 ?_?	0117.txt
397101	224	DR. ROSEN	U	Dr. Rosen: Excuse me?	Excuse me?	Excuse_VV0 me_PPIO1 ?_?	0117.txt
397201	224	RACHEL	F	Rachel: I meant er,  young, young, I meant young, young to be a doctor. Oh good, Rach.	I meant er, young, young, I meant young, young to be a doctor. Oh good, Rach.	I_ZZ1 meant_VVD er_FU young_JJ young_JJ I_PPIS1 meant_VVD young_JJ young_JJ to_TO be_VBI a_AT1 doctor_NN1 ._. Oh_UH good_JJ Rach_NP1 ._.	0117.txt
397301	224	MONICA 	F	Monica : Thank you.	Thank you.	Thank_VV0 you_PPY ._.	0117.txt
397401	224	RACHEL 	F	Rachel : Right.	Right.	Right_RR ._.	0117.txt
397501	225	RACHEL	F	Rachel: ..so, he said it was just a sprain, and that was it.	..so, he said it was just a sprain, and that was it.	.._... so_RR he_PPHS1 said_VVD it_PPH1 was_VBDZ just_RR a_AT1 sprain_NN1 and_CC that_DD1 was_VBDZ it_PPH1 ._.	0117.txt
397601	225	MONICA	F	Monica: Uh, you left out the stupid part.	Uh, you left out the stupid part.	Uh_UH you_PPY left_VVD out_RP the_AT stupid_JJ part_NN1 ._.	0117.txt
397701	225	RACHEL	F	Rachel: Not stupid. The very cute, cute, cute doctors asked us out for tomorrow night, and I said yes.	Not stupid. The very cute, cute, cute doctors asked us out for tomorrow night, and I said yes.	Not_XX stupid_JJ ._. The_AT very_RG cute_JJ cute_JJ cute_JJ doctors_NN2 asked_VVD us_PPIO2 out_RP for_IF tomorrow_RT night_NNT1 and_CC I_PPIS1 said_VVD yes_UH ._.	0117.txt
397801	225	MONICA	F	Monica: I think it's totally insane, I mean, they work for the hospital. It's like returning to the scene of the crime. You know, I say we blow off the dates.	I think it's totally insane, I mean, they work for the hospital. It's like returning to the scene of the crime. You know, I say we blow off the dates.	I_ZZ1 think_VV0 it_PPH1 's_VBZ totally_RR insane_JJ I_PPIS1 mean_VV0 they_PPHS2 work_VV0 for_IF the_AT hospital_NN1 ._. It_PPH1 's_VBZ like_II returning_VVG to_II the_AT scene_NN1 of_IO the_AT crime_NN1 ._. You_PPY know_VV0 I_PPIS1 say_VV0 we_PPIS2 blow_VV0 off_RP the_AT dates_NN2 ._.	0117.txt
397901	225	RACHEL	F	Rachel: What? Monica, they are cute, they are doctors,  cute doctors, doctors who are cute!	What? Monica, they are cute, they are doctors, cute doctors, doctors who are cute!	What_DDQ ?_? Monica_NP1 they_PPHS2 are_VBR cute_JJ they_PPHS2 are_VBR doctors_NN2 cute_JJ doctors_NN2 doctors_NN2 who_PNQS are_VBR cute_JJ !_!	0117.txt
398001	225	CHANDLER	M	Chandler: Alright, what have we learned so far?	Alright, what have we learned so far?	Alright_RR what_DDQ have_VH0 we_PPIS2 learned_VVN so_RG far_RR ?_?	0117.txt
398101	225	THE WHOLE PARTY	U	The Whole Party: SURPRISE!	SURPRISE!	SURPRISE_NN1 !_!	0117.txt
398201	225	ROSS	M	Ross: What the hell are you doing? You scared the crap outta me.	What the hell are you doing? You scared the crap outta me.	What_DDQ the_AT hell_NN1 are_VBR you_PPY doing_VDG ?_? You_PPY scared_VVD the_AT crap_NN1 outta_NN1 me._NNU	0117.txt
398301	225	RACHEL	F	Rachel: Was that the cake?	Was that the cake?	Was_VBDZ that_DD1 the_AT cake_NN1 ?_?	0117.txt
398401	225	ROSS	M	Ross: Yeah, yeah. I got a lemon schmush.	Yeah, yeah. I got a lemon schmush.	Yeah_UH yeah_UH ._. I_PPIS1 got_VVD a_AT1 lemon_NN1 schmush._NNU	0117.txt
398501	225	MONICA	F	Monica: Come on, she'll be here any minute.	Come on, she'll be here any minute.	Come_VV0 on_RP she_PPHS1 'll_VM be_VBI here_RL any_DD minute_NNT1 ._.	0117.txt
398601	225	RACHEL	F	Rachel: I hope it's okay.	I hope it's okay.	I_ZZ1 hope_VV0 it_PPH1 's_VBZ okay_JJ ._.	0117.txt
398701	225	MONICA	F	Monica: Oh...	Oh...	Oh_UH ..._...	0117.txt
398801	225	CHANDLER	M	Chandler: Happy Birthday Peehe.	Happy Birthday Peehe.	Happy_JJ Birthday_NN1 Peehe._NP1	0117.txt
398901	225	MONICA	F	Monica: Well maybe we can make a, a, a 'B' out of one of those roses.	Well maybe we can make a, a, a 'B' out of one of those roses.	Well_RR maybe_RR we_PPIS2 can_VM make_VVI a_AT1 a_AT1 a_AT1 'B'_NN1 out_II21 of_II22 one_MC1 of_IO those_DD2 roses_NN2 ._.	0117.txt
399001	225	ROSS	M	Ross: Yeah, we'll just use our special cake tools.	Yeah, we'll just use our special cake tools.	Yeah_UH we_PPIS2 'll_VM just_RR use_VVI our_APPGE special_JJ cake_NN1 tools_NN2 ._.	0117.txt
399101	225	PHOEBE	F	Phoebe: Hey, what's going on?	Hey, what's going on?	Hey_UH what_DDQ 's_VBZ going_VVG on_RP ?_?	0117.txt
399201	225	ROSS	M	Ross: Oh, we just...	Oh, we just...	Oh_UH we_PPIS2 just_RR ..._...	0117.txt
399301	225	PHOEBE'S FRIENDS	U	Phoebe's Friends: Surprise!	Surprise!	Surprise_NN1 !_!	0117.txt
399401	225	PHOEBE	F	Phoebe: oh, oh, oh! This is so great! Oh my god! This was not at all scary. Hi everybody. Hi Betty! Betty, Hi! (Thrilled) You found Betty! Oh my god! (Hugging people) This is great. Everybody I love is in the same room, (still happy) Where's Joey?	oh, oh, oh! This is so great! Oh my god! This was not at all scary. Hi everybody. Hi Betty! Betty, Hi! You found Betty! Oh my god! This is great. Everybody I love is in the same room, Where's Joey?	oh_UH oh_UH oh_UH !_! This_DD1 is_VBZ so_RG great_JJ !_! Oh_UH my_APPGE god_NN1 !_! This_DD1 was_VBDZ not_XX at_RR21 all_RR22 scary_JJ ._. Hi_JJ everybody_PN1 ._. Hi_UH Betty_NP1 !_! Betty_NP1 Hi_UH !_! You_PPY found_VVD Betty_NP1 !_! Oh_UH my_APPGE god_NN1 !_! This_DD1 is_VBZ great_JJ ._. Everybody_PN1 I_PPIS1 love_VV0 is_VBZ in_II the_AT same_DA room_NN1 Where_RRQ 's_VBZ Joey_NP1 ?_?	0117.txt
399501	225	CHANDLER	M	Chandler: Did you see Betty?	Did you see Betty?	Did_VDD you_PPY see_VVI Betty_NP1 ?_?	0117.txt
399601	226	MR. GELLER	M	Mr. Geller: I tell you one thing, I wouldn't mind having a piece of this sun-dried tomato business. Five years ago, if somebody had said to me, here's a tomato that looks like a prune, I'd say get out of my office!	I tell you one thing, I wouldn't mind having a piece of this sun-dried tomato business. Five years ago, if somebody had said to me, here's a tomato that looks like a prune, I'd say get out of my office!	I_ZZ1 tell_VV0 you_PPY one_MC1 thing_NN1 I_PPIS1 would_VM n't_XX mind_VVI having_VHG a_AT1 piece_NN1 of_IO this_DD1 sun-dried_JJ tomato_NN1 business_NN1 ._. Five_MC years_NNT2 ago_RA if_CS somebody_PN1 had_VHD said_VVN to_II me_PPIO1 here_RL 's_VBZ a_AT1 tomato_NN1 that_CST looks_VVZ like_II a_AT1 prune_NN1 I_PPIS1 'd_VM say_VVI get_VV0 out_II21 of_II22 my_APPGE office_NN1 !_!	0117.txt
399701	226	ROSS	M	Ross: Dad, before I was born, did you freak out at all?	Dad, before I was born, did you freak out at all?	Dad_NN1 before_CS I_PPIS1 was_VBDZ born_VVN did_VDD you_PPY freak_VVI out_RP at_RR21 all_RR22 ?_?	0117.txt
399801	226	MR. GELLER	M	Mr. Geller: I'm not freaking out, I'm just saying, if somebody had come to me with the idea and...;	I'm not freaking out, I'm just saying, if somebody had come to me with the idea and...;	I_PPIS1 'm_VBM not_XX freaking_VVG out_RP I_PPIS1 'm_VBM just_RR saying_VVG if_CS somebody_PN1 had_VHD come_VVN to_II me_PPIO1 with_IW the_AT idea_NN1 and_CC ..._... ;_;	0117.txt
399901	226	ROSS	M	Ross: Dad, dad, dad, I'm talkin' about the whole uh, baby thing. Did you uh, ever get this sort of... panicky, Oh my god I'm gonna be a father kind of a thing?	Dad, dad, dad, I'm talkin' about the whole uh, baby thing. Did you uh, ever get this sort of... panicky, Oh my god I'm gonna be a father kind of a thing?	Dad_NN1 dad_NN1 dad_NN1 I_PPIS1 'm_VBM talkin'_VVG about_II the_AT whole_NN1 uh_UH baby_NN1 thing_NN1 ._. Did_VDD you_PPY uh_UH ever_RR get_VV0 this_DD1 sort_RR21 of_RR22 ..._... panicky_JJ Oh_UH my_APPGE god_NN1 I_PPIS1 'm_VBM gon_VVGK na_TO be_VBI a_AT1 father_NN1 kind_NN1 of_IO a_AT1 thing_NN1 ?_?	0117.txt
400001	226	MR. GELLER	M	Mr. Geller: No. Your mother really did the work. I was busy with the business. I wasn't around that much. Is that what this is about?	No. Your mother really did the work. I was busy with the business. I wasn't around that much. Is that what this is about?	No_UH ._. Your_APPGE mother_NN1 really_RR did_VDD the_AT work_NN1 ._. I_PPIS1 was_VBDZ busy_JJ with_IW the_AT business_NN1 ._. I_PPIS1 was_VBDZ n't_XX around_RG that_RG much_DA1 ._. Is_VBZ that_DD1 what_DDQ this_DD1 is_VBZ about_II ?_?	0117.txt
400101	226	ROSS	M	Ross: No, no, Dad, I was just wondering.	No, no, Dad, I was just wondering.	No_UH no_UH Dad_NN1 I_PPIS1 was_VBDZ just_RR wondering_VVG ._.	0117.txt
400201	226	MR. GELLER	M	Mr. Geller: 'Cause there's time to make up for that. We can do stuff together. You always wanted to go to that Colonial Williamsburg. How 'bout we do that?	'Cause there's time to make up for that. We can do stuff together. You always wanted to go to that Colonial Williamsburg. How 'bout we do that?	'Cause_CS there_EX 's_VBZ time_NNT1 to_TO make_VVI up_RP for_IF that_DD1 ._. We_PPIS2 can_VM do_VDI stuff_NN1 together_RL ._. You_PPY always_RR wanted_VVD to_TO go_VVI to_II that_DD1 Colonial_JJ Williamsburg_NP1 ._. How_RRQ 'bout_RG we_PPIS2 do_VD0 that_DD1 ?_?	0117.txt
400301	226	ROSS	M	Ross: Thanks, Dad, really, I ju... you know, I just, I just needed to know, um... when did you start to feel like a father?	Thanks, Dad, really, I ju... you know, I just, I just needed to know, um... when did you start to feel like a father?	Thanks_NN2 Dad_NN1 really_RR I_MC1 ju_NN1 ..._... you_PPY know_VV0 I_PPIS1 just_RR I_PPIS1 just_RR needed_VVD to_TO know_VVI um_UH ..._... when_RRQ did_VDD you_PPY start_VVI to_TO feel_VVI like_II a_AT1 father_NN1 ?_?	0117.txt
400401	226	MR. GELLER	M	Mr. Geller: Oh, well, I, I guess it musta been the day after you were born. We were in the hospital room, your mother was asleep, and they brought you in and gave you to me. You were this ugly little red thing, and all of a sudden you grabbed my finger with your whole fist. And you squeezed it, so tight. And that's when I knew.	Oh, well, I, I guess it musta been the day after you were born. We were in the hospital room, your mother was asleep, and they brought you in and gave you to me. You were this ugly little red thing, and all of a sudden you grabbed my finger with your whole fist. And you squeezed it, so tight. And that's when I knew.	Oh_UH well_RR I_PPIS1 I_PPIS1 guess_VV0 it_PPH1 musta_NN1 been_VBN the_AT day_NNT1 after_CS you_PPY were_VBDR born_VVN ._. We_PPIS2 were_VBDR in_II the_AT hospital_NN1 room_NN1 your_APPGE mother_NN1 was_VBDZ asleep_JJ and_CC they_PPHS2 brought_VVD you_PPY in_RP and_CC gave_VVD you_PPY to_II me_PPIO1 ._. You_PPY were_VBDR this_RG ugly_JJ little_JJ red_JJ thing_NN1 and_CC all_RR41 of_RR42 a_RR43 sudden_RR44 you_PPY grabbed_VVD my_APPGE finger_NN1 with_IW your_APPGE whole_JJ fist_NN1 ._. And_CC you_PPY squeezed_VVD it_PPH1 so_RG tight_RR ._. And_CC that_DD1 's_VBZ when_RRQ I_PPIS1 knew_VVD ._.	0117.txt
400501	226	MR. GELLER	M	Mr. Geller: So you don't wanna go to Williamsburg?	So you don't wanna go to Williamsburg?	So_CS you_PPY do_VD0 n't_XX wan_VVI na_TO go_VVI to_II Williamsburg_NP1 ?_?	0117.txt
400601	226	ROSS	M	Ross: No, we can go to Williamsburg.	No, we can go to Williamsburg.	No_UH we_PPIS2 can_VM go_VVI to_II Williamsburg._NP1	0117.txt
400701	226	MR. GELLER	M	Mr. Geller: Eat your fish.	Eat your fish.	Eat_VV0 your_APPGE fish_NN ._.	0117.txt
400801	227	MONICA	F	Monica: Rachel, the cute doctors are here.	Rachel, the cute doctors are here.	Rachel_NP1 the_AT cute_JJ doctors_NN2 are_VBR here_RL ._.	0117.txt
400901	227	RACHEL	F	Rachel: Okay, coming!	Okay, coming!	Okay_RR coming_VVG !_!	0117.txt
401001	227	MONICA	F	Monica: Hi, come on in.	Hi, come on in.	Hi_UH come_VV0 on_RP in._II	0117.txt
401101	227	DR. MITCHELL	U	Dr. Mitchell: Hey.	Hey.	Hey_UH ._.	0117.txt
401201	227	MONICA	F	Monica: Hi, Geoffrey.	Hi, Geoffrey.	Hi_UH Geoffrey_NP1 ._.	0117.txt
401301	227	RACHEL	F	Rachel: Hi.	Hi.	Hi_UH ._.	0117.txt
401401	227	DR. ROSEN	U	Dr. Rosen: Ah here, we brought wine.	Ah here, we brought wine.	Ah_UH here_RL we_PPIS2 brought_VVD wine_NN1 ._.	0117.txt
